step,type,amount,oldbalanceOrg,newbalanceOrig,amount_ratio,new_device,location_anomaly,velocity_5m,velocity_1h,account_age_days,fraud_incidents,hour_of_day,risky_network_links,isFraud
132,DEBIT,13664.83,97282.4,83617.57,0.58,1,0,1,2,1415,0,12,0,0
521,CASH_OUT,7749.34,89373.41,81624.07,0.96,0,0,1,3,1689,0,17,0,0
318,CASH_OUT,417162.67,363080.46,0.0,13.26,1,1,2,6,46,0,6,2,1
106,CASH_OUT,224822.68,226415.61,1592.93,17.92,1,1,3,14,136,1,10,4,1
294,CASH_OUT,10691.73,89115.94,78424.21,1.76,1,0,1,1,550,0,6,0,0
331,TRANSFER,11566.73,125441.19,113874.46,0.2,0,1,1,3,1811,0,19,0,0
36,CASH_OUT,335681.35,361440.29,25758.94,17.66,1,0,6,16,134,0,12,4,1
716,TRANSFER,19637.19,236208.5,216571.31,1.78,0,1,1,1,1595,0,20,0,0
86,DEBIT,20810.16,167871.86,147061.7,1.08,0,1,0,1,2219,0,14,0,0
20,CASH_OUT,92368.31,110677.78,18309.47,14.93,1,1,3,7,60,0,20,2,1
609,TRANSFER,50784.14,55032.46,4248.32,4.21,0,1,3,12,62,1,9,1,1
422,PAYMENT,6511.55,46482.91,39971.36,1.41,1,0,1,0,143,0,14,0,0
689,CASH_OUT,89271.87,94388.58,5116.71,13.25,1,0,2,8,98,2,17,4,1
291,TRANSFER,13038.86,176347.56,163308.7,1.16,0,0,1,1,1213,0,3,0,0
169,PAYMENT,22691.76,308677.69,285985.93,1.62,0,0,0,1,490,0,1,0,0
314,PAYMENT,6730.14,92110.24,85380.1,0.26,1,0,0,0,1660,0,2,0,0
117,CASH_OUT,11744.84,90867.74,79122.9,1.54,0,0,0,2,1495,0,21,0,0
450,CASH_OUT,81793.09,81557.2,0.0,7.79,1,1,5,13,71,2,18,2,1
196,DEBIT,9797.26,72148.32,62351.06,1.7,0,0,1,0,1955,0,4,0,0
592,DEBIT,14472.91,133378.58,118905.67,1.1,0,0,0,2,1144,0,16,0,0
195,PAYMENT,24643.57,308021.34,283377.77,1.81,0,0,0,1,1259,0,3,0,0
275,PAYMENT,6361.19,56332.67,49971.48,1.62,0,1,0,0,2268,0,11,0,0
171,PAYMENT,10152.61,76684.46,66531.85,1.84,0,0,1,0,1369,0,3,0,0
703,PAYMENT,12599.35,108309.31,95709.96,1.62,0,0,1,2,876,0,7,0,0
604,TRANSFER,19949.15,128616.37,108667.22,0.67,0,0,1,2,1334,0,4,0,0
4,DEBIT,19194.72,143196.5,124001.78,0.64,0,0,1,1,979,0,4,0,0
23,PAYMENT,10168.8,117224.95,107056.15,1.58,1,0,0,2,1822,0,23,0,0
373,TRANSFER,8104.48,118592.42,110487.94,0.91,1,0,0,0,1524,0,13,0,0
90,DEBIT,1571.34,19189.57,17618.23,1.66,0,0,0,3,1273,0,18,0,0
37,CASH_OUT,13652.04,79276.94,65624.9,1.13,0,0,1,3,189,0,13,0,0
534,PAYMENT,11311.47,78091.04,66779.57,2.14,0,1,1,3,2308,0,6,0,0
234,DEBIT,23745.76,89344.67,65598.91,2.04,0,0,0,3,1220,0,18,0,0
167,DEBIT,5804.5,37021.84,31217.34,0.62,1,1,0,3,1594,0,23,0,0
419,CASH_OUT,14652.06,105699.09,91047.03,0.91,0,1,0,2,523,0,11,0,0
662,DEBIT,8377.07,13549.57,5172.5,1.35,0,0,1,0,796,0,14,0,0
669,TRANSFER,24400.77,38968.04,14567.27,1.97,1,0,1,0,896,0,21,0,0
618,PAYMENT,13518.93,78472.13,64953.2,0.75,0,0,1,2,1791,0,18,0,0
336,CASH_OUT,21157.8,186704.6,165546.8,0.87,0,0,1,2,1911,0,0,0,0
12,TRANSFER,6976.85,50726.72,43749.87,0.34,0,0,1,1,1298,0,12,0,0
340,DEBIT,19385.8,235432.86,216047.06,0.44,1,1,1,2,2448,0,4,0,0
173,PAYMENT,10767.96,43358.61,32590.65,0.52,1,0,1,1,546,0,5,0,0
73,CASH_OUT,298498.82,259531.8,0.0,7.07,1,0,5,14,120,1,1,4,1
31,CASH_OUT,7414.23,47342.29,39928.06,1.95,0,0,0,3,178,0,7,0,0
217,PAYMENT,18387.57,192544.26,174156.69,1.21,0,0,1,1,1597,0,1,0,0
690,CASH_OUT,11021.93,108684.75,97662.82,2.14,0,1,0,3,683,0,18,0,0
119,TRANSFER,1236.65,8996.87,7760.22,1.73,0,0,1,3,598,0,23,0,0
450,PAYMENT,17831.4,195648.04,177816.64,0.45,0,1,0,3,505,0,18,0,0
254,DEBIT,19119.1,159570.26,140451.16,0.44,1,0,0,3,747,0,14,0,0
381,DEBIT,5253.4,19058.31,13804.91,0.88,0,0,1,3,482,0,21,0,0
593,DEBIT,4237.25,61336.84,57099.59,1.37,0,0,0,3,1697,0,17,0,0
672,CASH_OUT,443891.51,384640.54,0.0,9.5,0,1,6,10,123,1,0,1,1
710,TRANSFER,19605.86,221926.95,202321.09,1.66,0,0,1,2,2200,0,14,0,0
80,PAYMENT,1536.38,15452.04,13915.66,0.87,1,0,1,2,2051,0,8,0,0
329,TRANSFER,10258.21,55555.18,45296.97,1.83,0,1,0,0,1710,0,17,0,0
143,PAYMENT,6935.56,96424.27,89488.71,1.34,1,0,1,2,1427,0,23,0,0
466,TRANSFER,370112.94,436293.59,66180.65,5.42,1,1,2,11,152,2,10,1,1
245,CASH_OUT,183485.39,214967.21,31481.82,3.8,1,1,6,9,93,2,5,2,1
735,CASH_OUT,1456.55,2277.5,820.95,1.56,0,0,1,2,1729,0,15,0,0
630,TRANSFER,20234.69,211061.0,190826.31,1.06,0,0,1,1,489,0,6,0,0
176,PAYMENT,11155.98,127348.31,116192.33,0.88,0,0,1,1,467,0,8,0,0
11,PAYMENT,22901.21,173467.66,150566.45,1.11,0,0,1,3,953,0,11,0,0
69,PAYMENT,8814.85,89091.72,80276.87,1.95,0,0,1,0,500,0,21,0,0
423,PAYMENT,12821.52,28394.52,15573.0,0.26,0,1,0,0,127,0,15,0,0
159,DEBIT,8199.15,35438.12,27238.97,2.19,1,0,1,3,143,0,15,0,0
300,PAYMENT,11844.75,66076.35,54231.6,1.59,0,0,0,3,385,0,12,0,0
34,DEBIT,663.01,2892.75,2229.74,1.52,0,0,0,3,1902,0,10,0,0
674,PAYMENT,4607.94,42967.74,38359.8,0.82,0,0,1,2,2036,0,2,0,0
457,TRANSFER,276424.84,257919.38,0.0,14.23,1,1,2,12,86,1,1,4,1
704,PAYMENT,3309.74,9597.85,6288.11,1.61,1,1,0,0,438,0,8,0,0
211,TRANSFER,17424.15,129984.8,112560.65,2.05,0,0,1,2,1650,0,19,0,0
342,CASH_OUT,277100.88,239004.37,0.0,12.31,1,0,2,13,33,0,6,2,1
261,CASH_OUT,24406.41,212748.55,188342.14,0.7,1,0,0,2,137,0,21,0,0
112,PAYMENT,18993.06,226887.28,207894.22,1.42,0,1,1,1,2167,0,16,0,0
382,PAYMENT,22279.04,48249.66,25970.62,0.61,1,0,1,1,486,0,22,0,0
528,TRANSFER,9496.75,137744.82,128248.07,0.99,1,0,1,3,229,0,0,0,0
459,TRANSFER,318427.33,341229.74,22802.41,14.01,0,1,4,14,177,0,3,4,1
723,PAYMENT,1444.99,1746.95,301.96,1.51,0,0,0,1,581,0,3,0,0
572,PAYMENT,18039.41,198244.17,180204.76,0.95,0,1,0,3,1117,0,20,0,0
711,TRANSFER,2481.66,4690.45,2208.79,0.72,0,0,1,2,144,0,15,0,0
169,PAYMENT,11639.2,84479.06,72839.86,1.54,1,0,1,3,899,0,1,0,0
91,CASH_OUT,15884.92,228281.12,212396.2,0.53,1,1,1,2,405,0,19,0,0
681,TRANSFER,19021.27,144301.76,125280.49,1.78,0,0,1,1,1807,0,9,0,0
261,CASH_OUT,22639.68,324714.01,302074.33,0.27,0,0,1,0,2320,0,21,0,0
158,TRANSFER,358849.77,298576.48,0.0,15.44,1,0,5,12,101,1,14,1,1
640,DEBIT,12408.43,118627.86,106219.43,0.69,0,0,0,0,299,0,16,0,0
30,CASH_OUT,22479.64,190014.31,167534.67,1.25,1,0,0,2,1517,0,6,0,0
741,PAYMENT,15601.95,230310.28,214708.33,1.04,0,0,1,1,441,0,21,0,0
363,CASH_OUT,23726.19,98620.22,74894.03,2.02,0,1,0,0,261,0,3,0,0
583,PAYMENT,17604.51,47641.84,30037.33,0.82,0,0,1,3,1864,0,7,0,0
139,TRANSFER,1053.84,13341.48,12287.64,1.03,0,1,1,1,1685,0,19,0,0
281,PAYMENT,3548.57,16130.95,12582.38,1.65,0,0,0,0,2326,0,17,0,0
344,PAYMENT,10248.59,18568.96,8320.37,1.3,0,0,0,0,498,0,8,0,0
168,TRANSFER,23136.13,111837.85,88701.72,0.52,0,1,1,0,852,0,0,0,0
106,PAYMENT,294.96,3304.84,3009.88,1.92,0,0,0,2,1564,0,10,0,0
691,PAYMENT,23542.28,49284.46,25742.18,0.59,0,0,0,0,1662,0,19,0,0
21,CASH_OUT,247247.22,293244.2,45996.98,6.44,0,0,5,15,2,1,21,2,1
342,DEBIT,20022.9,282320.43,262297.53,1.34,0,1,0,0,750,0,6,0,0
399,TRANSFER,15806.8,129360.89,113554.09,2.1,0,0,1,1,1568,0,15,0,0
130,CASH_OUT,13623.85,87634.38,74010.53,2.09,0,0,1,3,2258,0,10,0,0
318,PAYMENT,24908.17,119652.27,94744.1,1.16,0,0,1,2,854,0,6,0,0
360,TRANSFER,324616.98,334707.46,10090.48,9.5,1,0,7,18,151,0,0,3,1
423,PAYMENT,7267.71,24745.93,17478.22,1.28,0,0,1,1,1847,0,15,0,0
316,TRANSFER,330879.08,296481.58,0.0,15.67,0,1,3,5,52,1,4,3,1
607,PAYMENT,6707.33,92112.36,85405.03,0.22,0,1,0,2,1428,0,7,0,0
478,PAYMENT,15826.44,78513.2,62686.76,1.11,1,0,0,1,1897,0,22,0,0
572,CASH_OUT,14849.72,185364.25,170514.53,0.75,0,1,0,2,2416,0,20,0,0
544,TRANSFER,20484.22,32048.69,11564.47,1.4,0,0,0,3,964,0,16,0,0
699,TRANSFER,333747.5,353409.44,19661.94,4.11,1,0,4,10,71,0,3,1,1
568,CASH_OUT,3656.04,50076.65,46420.61,0.75,0,0,0,3,925,0,16,0,0
612,TRANSFER,21218.31,154393.5,133175.19,0.75,0,0,0,2,250,0,12,0,0
184,DEBIT,826.84,4133.4,3306.56,0.18,1,0,0,3,1771,0,16,0,0
487,CASH_OUT,276296.28,274878.78,0.0,17.14,0,1,2,4,13,1,7,4,1
281,DEBIT,7539.48,52498.34,44958.86,1.57,0,1,0,3,2119,0,17,0,0
675,PAYMENT,14517.13,216920.81,202403.68,0.37,1,0,0,0,1931,0,3,0,0
231,TRANSFER,17131.81,38833.83,21702.02,1.18,0,0,0,2,2381,0,15,0,0
36,PAYMENT,4836.97,44451.74,39614.77,1.2,1,0,0,1,1338,0,12,0,0
25,CASH_OUT,156504.14,174577.15,18073.01,9.97,1,1,5,15,45,0,1,3,1
32,PAYMENT,16581.06,224843.77,208262.71,2.16,0,1,0,0,2021,0,8,0,0
572,DEBIT,12777.83,181181.9,168404.07,2.09,0,0,0,2,1316,0,20,0,0
29,TRANSFER,329.16,947.33,618.17,0.66,0,1,0,0,1108,0,5,0,0
405,DEBIT,21202.15,284974.79,263772.64,0.69,1,0,1,1,1104,0,21,0,0
393,CASH_OUT,21757.39,56780.11,35022.72,0.63,1,1,1,1,1690,0,9,0,0
19,PAYMENT,8606.26,108682.18,100075.92,1.22,0,0,1,0,170,0,19,0,0
710,PAYMENT,19393.22,95855.04,76461.82,0.29,0,0,0,3,1690,0,14,0,0
491,CASH_OUT,1787.26,6251.41,4464.15,2.1,0,1,0,1,1215,0,11,0,0
101,PAYMENT,11088.68,106816.12,95727.44,1.51,0,0,0,2,1546,0,5,0,0
684,PAYMENT,13271.32,116699.07,103427.75,2.16,0,0,1,2,1073,0,12,0,0
493,CASH_OUT,423.72,4568.29,4144.57,1.11,0,0,0,0,506,0,13,0,0
678,TRANSFER,147839.24,175379.51,27540.27,14.95,1,1,7,17,69,2,6,2,1
324,CASH_OUT,14507.43,152597.23,138089.8,1.82,0,1,1,3,1382,0,12,0,0
698,PAYMENT,15187.37,62101.63,46914.26,1.31,0,0,1,2,2135,0,2,0,0
518,PAYMENT,7745.05,76384.56,68639.51,0.42,0,0,1,0,1365,0,14,0,0
653,CASH_OUT,255089.65,231846.22,0.0,8.91,1,1,4,15,80,2,5,1,1
93,PAYMENT,6883.89,65711.19,58827.3,0.15,0,1,1,1,1374,0,21,0,0
424,TRANSFER,18008.21,265426.43,247418.22,1.29,0,1,0,3,1766,0,16,0,0
416,PAYMENT,17616.7,45785.31,28168.61,1.24,0,0,1,3,1205,0,8,0,0
727,PAYMENT,24699.69,136261.51,111561.82,2.19,0,1,0,1,1401,0,7,0,0
472,CASH_OUT,19873.73,232904.85,213031.12,1.09,0,1,1,0,1268,0,16,0,0
139,TRANSFER,15135.87,216934.33,201798.46,0.21,0,1,1,1,589,0,19,0,0
261,CASH_OUT,4039.13,28709.24,24670.11,0.33,1,1,0,3,1440,0,21,0,0
726,CASH_OUT,827.62,9548.95,8721.33,0.13,0,0,0,2,873,0,6,0,0
34,PAYMENT,4875.89,10035.21,5159.32,1.79,0,0,0,1,2297,0,10,0,0
686,TRANSFER,418826.17,411381.55,0.0,3.62,0,1,7,13,119,2,14,2,1
32,TRANSFER,14065.26,97205.14,83139.88,1.01,0,0,1,3,1535,0,8,0,0
360,CASH_OUT,21548.19,260877.33,239329.14,0.25,0,0,1,1,492,0,0,0,0
93,DEBIT,2993.51,10756.44,7762.93,1.24,1,0,1,2,2296,0,21,0,0
201,CASH_OUT,11854.88,141173.63,129318.75,0.21,0,1,0,0,681,0,9,0,0
319,PAYMENT,2925.84,34542.66,31616.82,0.2,1,0,1,1,1108,0,7,0,0
527,TRANSFER,19034.51,38540.1,19505.59,1.49,0,1,0,1,1019,0,23,0,0
652,PAYMENT,21513.67,143707.73,122194.06,1.65,0,0,1,0,1693,0,4,0,0
295,TRANSFER,5196.74,24471.76,19275.02,1.59,0,1,0,0,1872,0,7,0,0
733,CASH_OUT,281976.34,318699.65,36723.31,3.61,1,1,5,14,9,1,13,2,1
499,TRANSFER,9313.8,72113.62,62799.82,1.66,0,0,0,2,1903,0,19,0,0
556,CASH_OUT,12083.86,180732.83,168648.97,0.82,0,0,1,1,2254,0,4,0,0
137,TRANSFER,13584.22,163003.57,149419.35,1.29,0,0,1,1,2007,0,17,0,0
251,PAYMENT,23499.8,284794.27,261294.47,0.18,0,0,0,0,383,0,11,0,0
150,CASH_OUT,1413.31,17933.12,16519.81,0.7,0,1,1,1,279,0,6,0,0
631,PAYMENT,22744.57,123047.18,100302.61,0.4,0,1,1,3,1058,0,7,0,0
337,TRANSFER,389722.97,437116.06,47393.09,5.42,1,0,2,5,30,0,1,2,1
593,DEBIT,1763.1,20497.67,18734.57,0.65,0,0,1,0,229,0,17,0,0
486,PAYMENT,13231.6,139414.9,126183.3,1.2,0,0,0,1,435,0,6,0,0
138,PAYMENT,8948.08,17050.14,8102.06,1.36,0,0,1,1,2467,0,18,0,0
529,TRANSFER,342455.87,410533.48,68077.61,15.97,1,0,4,15,107,1,1,3,1
97,PAYMENT,1461.38,14028.47,12567.09,1.57,0,0,0,0,1684,0,1,0,0
577,PAYMENT,11913.78,149611.88,137698.1,0.93,0,1,0,3,1457,0,1,0,0
155,TRANSFER,18825.6,109566.03,90740.43,1.1,0,0,0,0,1708,0,11,0,0
54,PAYMENT,15922.88,160017.79,144094.91,1.06,0,0,1,3,1547,0,6,0,0
235,CASH_OUT,17570.79,215726.29,198155.5,0.16,0,0,1,0,2074,0,19,0,0
171,TRANSFER,84262.33,97547.31,13284.98,12.48,0,1,3,14,117,2,3,1,1
240,CASH_OUT,2464.77,31635.59,29170.82,1.29,1,1,0,0,1620,0,0,0,0
258,PAYMENT,11763.21,139669.17,127905.96,1.52,0,0,1,2,1663,0,18,0,0
467,PAYMENT,8066.06,98216.31,90150.25,1.78,0,0,0,0,2238,0,11,0,0
743,DEBIT,20844.7,207812.43,186967.73,1.28,0,0,0,1,1840,0,23,0,0
94,PAYMENT,8817.01,41644.6,32827.59,1.52,0,0,1,1,815,0,22,0,0
106,PAYMENT,10187.0,117505.52,107318.52,0.2,0,0,0,3,1043,0,10,0,0
730,PAYMENT,18246.49,82184.45,63937.96,1.43,0,0,0,3,1590,0,10,0,0
419,TRANSFER,23869.01,316066.43,292197.42,1.64,0,0,1,3,1888,0,11,0,0
132,TRANSFER,8860.22,14144.89,5284.67,1.48,1,1,1,2,1164,0,12,0,0
479,DEBIT,7448.94,29637.41,22188.47,1.19,0,0,1,2,447,0,23,0,0
733,PAYMENT,4589.66,5437.26,847.6,2.17,0,0,1,3,593,0,13,0,0
227,TRANSFER,14462.11,205280.05,190817.94,0.7,0,0,1,0,964,0,11,0,0
692,PAYMENT,4537.68,53873.32,49335.64,1.58,0,1,0,0,2287,0,20,0,0
80,TRANSFER,1891.34,25125.2,23233.86,0.61,0,0,1,1,1843,0,8,0,0
157,DEBIT,23912.63,35505.45,11592.82,1.5,0,0,1,3,1387,0,13,0,0
222,PAYMENT,4456.05,12702.67,8246.62,1.01,0,0,1,3,1267,0,6,0,0
379,PAYMENT,18225.97,233981.51,215755.54,0.9,0,0,0,0,1380,0,19,0,0
130,CASH_OUT,11839.61,43459.84,31620.23,2.17,0,0,1,1,266,0,10,0,0
133,CASH_OUT,1937.21,16037.12,14099.91,0.96,0,1,1,1,447,0,13,0,0
404,DEBIT,2622.16,32459.67,29837.51,1.88,0,0,1,3,145,0,20,0,0
154,PAYMENT,9480.72,33266.8,23786.08,1.65,0,0,1,0,223,0,10,0,0
123,DEBIT,506.74,6355.62,5848.88,0.74,1,0,1,0,274,0,3,0,0
708,CASH_OUT,23904.88,103888.47,79983.59,0.63,1,0,1,2,1165,0,12,0,0
143,CASH_OUT,373.01,2016.55,1643.54,0.83,0,0,1,2,1479,0,23,0,0
196,PAYMENT,5371.53,78834.62,73463.09,0.63,1,1,0,0,1261,0,4,0,0
553,PAYMENT,4933.07,53356.7,48423.63,2.06,0,1,1,2,1475,0,1,0,0
514,DEBIT,16263.94,67368.81,51104.87,1.65,0,0,1,1,1018,0,10,0,0
204,PAYMENT,14645.19,183842.28,169197.09,0.9,0,0,1,1,374,0,12,0,0
522,CASH_OUT,18300.18,38214.57,19914.39,1.9,0,1,0,2,253,0,18,0,0
76,PAYMENT,10820.77,119801.72,108980.95,1.61,1,0,1,1,1639,0,4,0,0
240,DEBIT,24879.75,323056.46,298176.71,0.75,0,0,0,0,563,0,0,0,0
502,CASH_OUT,17939.13,183969.35,166030.22,0.61,0,0,0,3,338,0,22,0,0
518,PAYMENT,19235.71,247804.56,228568.85,1.61,0,0,1,1,306,0,14,0,0
226,DEBIT,11020.93,78280.05,67259.12,1.26,0,0,1,0,535,0,10,0,0
71,DEBIT,12370.08,181928.84,169558.76,0.96,0,1,1,2,1078,0,23,0,0
235,PAYMENT,15621.82,45872.46,30250.64,1.25,0,0,1,3,682,0,19,0,0
20,CASH_OUT,19370.25,218758.48,199388.23,0.83,1,1,0,3,2489,0,20,0,0
498,CASH_OUT,17766.36,44491.23,26724.87,1.14,1,0,1,3,385,0,18,0,0
29,TRANSFER,353849.09,318113.59,0.0,9.44,1,1,4,10,129,0,5,2,1
731,CASH_OUT,362799.07,318810.83,0.0,4.37,1,1,2,13,76,0,11,4,1
495,DEBIT,14538.22,22949.32,8411.1,0.62,0,0,0,1,953,0,15,0,0
464,TRANSFER,21194.45,43437.9,22243.45,1.61,0,0,1,1,2067,0,8,0,0
303,PAYMENT,2635.45,5671.36,3035.91,0.74,0,0,0,2,1919,0,15,0,0
198,CASH_OUT,274157.5,295321.81,21164.31,4.7,1,1,8,18,81,2,6,2,1
397,CASH_OUT,107026.13,104625.87,0.0,15.64,1,0,2,8,124,2,13,4,1
481,CASH_OUT,15788.63,136364.48,120575.85,1.57,0,0,1,3,2124,0,1,0,0
711,DEBIT,19405.65,179081.1,159675.45,0.2,1,0,0,3,487,0,15,0,0
36,PAYMENT,1277.37,3503.02,2225.65,1.28,0,0,0,1,1533,0,12,0,0
412,CASH_OUT,13067.74,116988.28,103920.54,1.03,0,0,1,1,374,0,4,0,0
87,PAYMENT,18464.63,210256.97,191792.34,1.16,1,1,1,3,1984,0,15,0,0
273,PAYMENT,5676.76,14909.97,9233.21,1.15,0,0,0,2,653,0,9,0,0
612,PAYMENT,14626.06,140299.87,125673.81,0.51,0,0,0,2,1792,0,12,0,0
94,DEBIT,1527.67,22296.44,20768.77,1.72,0,0,1,3,1301,0,22,0,0
247,DEBIT,12033.64,63957.1,51923.46,0.17,1,1,1,0,1336,0,7,0,0
433,PAYMENT,18577.31,87728.74,69151.43,1.51,0,0,0,1,2065,0,1,0,0
210,CASH_OUT,17774.88,189644.76,171869.88,1.07,0,1,0,3,539,0,18,0,0
235,TRANSFER,8013.05,59479.01,51465.96,0.19,0,0,0,1,1154,0,19,0,0
249,PAYMENT,2551.9,5263.63,2711.73,0.99,1,0,1,0,1055,0,9,0,0
73,DEBIT,12230.95,112475.39,100244.44,1.89,0,0,1,2,593,0,1,0,0
678,PAYMENT,14542.95,168714.11,154171.16,1.26,0,0,1,0,2039,0,6,0,0
294,CASH_OUT,163012.48,175083.34,12070.86,5.03,1,1,6,14,162,2,6,2,1
8,DEBIT,22142.64,301197.19,279054.55,1.7,1,0,0,1,952,0,8,0,0
404,PAYMENT,8162.86,50608.16,42445.3,0.99,0,1,0,1,2295,0,20,0,0
309,PAYMENT,20957.78,60418.46,39460.68,1.79,1,0,1,0,245,0,21,0,0
497,PAYMENT,4780.28,13252.4,8472.12,1.67,0,0,1,1,1906,0,17,0,0
571,PAYMENT,961.89,8760.46,7798.57,1.52,0,1,0,3,1294,0,19,0,0
192,CASH_OUT,5633.92,20674.66,15040.74,0.51,0,0,1,2,2458,0,0,0,0
73,PAYMENT,345.93,3812.91,3466.98,1.05,0,0,1,3,155,0,1,0,0
36,PAYMENT,23979.46,243630.88,219651.42,0.37,0,0,1,1,2453,0,12,0,0
382,CASH_OUT,14608.05,141158.11,126550.06,1.12,0,1,0,2,1767,0,22,0,0
514,DEBIT,9416.56,103025.9,93609.34,0.41,0,0,1,1,1033,0,10,0,0
652,PAYMENT,4954.4,29238.44,24284.04,1.33,0,0,0,3,348,0,4,0,0
384,CASH_OUT,13791.64,58076.5,44284.86,0.7,0,0,1,1,1281,0,0,0,0
406,PAYMENT,15446.33,165558.03,150111.7,0.68,0,0,0,1,2384,0,22,0,0
309,PAYMENT,15076.68,112013.29,96936.61,1.64,0,1,1,2,526,0,21,0,0
159,PAYMENT,16902.59,53912.37,37009.78,1.65,0,0,1,3,1102,0,15,0,0
328,DEBIT,19608.86,138703.95,119095.09,1.79,1,0,1,0,1716,0,16,0,0
733,CASH_OUT,3313.99,38701.99,35388.0,2.13,1,0,1,1,296,0,13,0,0
19,TRANSFER,10417.91,116845.96,106428.05,1.64,1,1,0,3,1420,0,19,0,0
543,DEBIT,4427.09,50568.45,46141.36,1.08,1,1,0,3,1121,0,15,0,0
507,TRANSFER,294242.08,250810.67,0.0,8.1,0,1,8,16,162,2,3,2,1
346,TRANSFER,24623.72,357978.79,333355.07,0.34,0,0,0,0,2255,0,10,0,0
601,TRANSFER,3578.31,7868.72,4290.41,2.05,1,0,1,2,2152,0,1,0,0
199,PAYMENT,3397.01,24908.34,21511.33,0.78,1,1,0,3,2376,0,7,0,0
334,PAYMENT,2127.47,29834.97,27707.5,2.13,1,0,0,2,2106,0,22,0,0
539,CASH_OUT,11401.82,113084.49,101682.67,1.05,0,0,1,1,900,0,11,0,0
582,TRANSFER,333688.07,268899.25,0.0,11.09,1,0,2,13,31,1,6,1,1
38,CASH_OUT,21132.11,311831.04,290698.93,0.94,1,1,0,3,1534,0,14,0,0
385,TRANSFER,3384.56,50469.1,47084.54,0.65,0,0,1,1,163,0,1,0,0
659,TRANSFER,326808.53,324639.02,0.0,12.9,1,1,7,12,172,2,11,2,1
28,CASH_OUT,7085.09,12198.44,5113.35,0.68,1,1,1,3,2212,0,4,0,0
92,TRANSFER,9588.55,123263.92,113675.37,0.37,0,0,1,3,1445,0,20,0,0
609,CASH_OUT,10693.44,88579.66,77886.22,2.16,1,1,0,1,2098,0,9,0,0
610,CASH_OUT,3565.09,41981.81,38416.72,1.04,1,0,0,2,1276,0,10,0,0
644,CASH_OUT,16818.14,147206.15,130388.01,1.09,1,1,1,2,1754,0,20,0,0
249,TRANSFER,10410.56,115010.49,104599.93,1.94,0,0,1,0,163,0,9,0,0
260,PAYMENT,2460.24,14776.63,12316.39,1.11,0,1,1,2,2313,0,20,0,0
240,PAYMENT,5389.5,69880.45,64490.95,2.01,1,0,0,2,1649,0,0,0,0
545,PAYMENT,7365.49,33317.65,25952.16,0.1,0,0,1,1,670,0,17,0,0
400,CASH_OUT,22863.19,339302.06,316438.87,0.74,0,1,1,1,1628,0,16,0,0
626,DEBIT,5308.08,22765.66,17457.58,1.09,0,1,1,3,2359,0,2,0,0
114,PAYMENT,4332.13,34797.68,30465.55,0.37,1,0,1,2,1523,0,18,0,0
387,DEBIT,4219.56,19502.57,15283.01,1.43,0,0,1,3,1306,0,3,0,0
373,TRANSFER,58986.41,56835.25,0.0,13.62,1,1,2,10,102,1,13,1,1
351,DEBIT,10408.02,61921.62,51513.6,1.83,1,0,0,0,715,0,15,0,0
520,PAYMENT,7668.08,41120.93,33452.85,1.76,0,1,1,0,1864,0,16,0,0
68,PAYMENT,9984.69,93699.8,83715.11,0.47,0,0,0,2,1909,0,20,0,0
436,CASH_OUT,21598.25,105023.68,83425.43,0.75,0,0,1,1,668,0,4,0,0
663,TRANSFER,3156.34,9085.0,5928.66,1.07,0,0,1,0,1022,0,15,0,0
111,PAYMENT,10334.34,47708.68,37374.34,0.27,0,0,1,2,1718,0,15,0,0
339,TRANSFER,272209.31,302246.08,30036.77,11.95,1,0,6,12,127,0,3,3,1
536,CASH_OUT,13559.71,32526.19,18966.48,0.16,0,0,0,1,1742,0,8,0,0
473,CASH_OUT,3776.41,8788.16,5011.75,0.33,0,0,1,2,1646,0,17,0,0
447,CASH_OUT,21763.57,213496.13,191732.56,0.45,0,1,1,2,1014,0,15,0,0
173,TRANSFER,23865.76,278867.72,255001.96,0.7,0,0,1,3,708,0,5,0,0
695,CASH_OUT,15750.91,67832.47,52081.56,1.43,1,0,0,0,1071,0,23,0,0
145,PAYMENT,18844.8,255689.63,236844.83,0.73,0,0,1,3,770,0,1,0,0
319,PAYMENT,16305.41,141072.77,124767.36,0.24,1,1,0,0,524,0,7,0,0
373,PAYMENT,1504.45,17406.09,15901.64,2.06,0,1,1,0,1840,0,13,0,0
327,CASH_OUT,6794.37,82299.87,75505.5,0.11,0,0,1,0,2429,0,15,0,0
481,CASH_OUT,365240.09,361240.25,0.0,13.57,1,1,6,8,143,0,1,4,1
299,PAYMENT,11747.79,59657.04,47909.25,1.21,0,0,0,3,724,0,11,0,0
145,PAYMENT,7146.69,90271.41,83124.72,1.86,0,1,0,0,892,0,1,0,0
509,DEBIT,3096.17,20529.18,17433.01,1.92,1,1,0,0,1691,0,5,0,0
419,CASH_OUT,14947.07,95012.7,80065.63,1.95,0,1,0,1,981,0,11,0,0
616,PAYMENT,11628.71,124681.28,113052.57,1.64,0,0,0,2,1264,0,16,0,0
271,CASH_OUT,284213.36,330292.31,46078.95,13.49,0,0,2,10,128,1,7,2,1
294,PAYMENT,11880.63,87429.66,75549.03,0.56,1,0,0,1,313,0,6,0,0
672,CASH_OUT,190319.79,184196.1,0.0,17.13,1,1,4,10,165,2,0,4,1
